Var1	y
0	-0.0371030905977377
0.05	0.109271466746992
0.1	-0.13832895891327
0.15	0.14576915859322
0.2	0.0803921549246949
0.25	0.0857896049695439
0.3	0.05661937711895
0.35	0.0683681276099782
0.4	0.0374894093587893
0.45	-0.106674076191794
0.5	0.0528585482100761
0.55	0.0132409730432998
0.6	-0.00554441948800919
0.65	-0.0564577594042473
0.7	-0.0421421499681399
0.75	-0.0606661928368323
0.8	0.171639225548751
0.85	0.0272120633760749
0.9	0.146217495004709
0.95	0.129359495991301
1	0.205401038348228
1.05	0.197482960299337
1.1	0.0115489795272568
1.15	0.14507640831051
1.2	0.261866354479231
1.25	0.101905865938161
1.3	0.331198817152813
1.35	0.177671904264585
1.4	0.0951518672648952
1.45	0.388463372403494
1.5	0.39838081212711
1.55	0.36318092896194
1.6	0.342647523374872
1.65	0.19696765602798
1.7	0.39713941852148
1.75	0.366600370633239
1.8	0.33507370691017
1.85	0.457723418019158
1.9	0.352129332459355
1.95	0.621220454420168
2	0.514269210461235
2.05	0.705709618554912
2.1	0.706768796094905
2.15	0.504559251711151
2.2	0.680679618135358
2.25	0.85992740179346
2.3	0.833362501792626
2.35	0.818522565364285
2.4	0.872893314647047
2.45	0.924107305172375
2.5	0.756446356602266
2.55	0.805891034196765
2.6	0.960717907984561
2.65	1.14745896428145
2.7	1.1061384638626
2.75	1.02840081958976
2.8	1.09923609828722
2.85	1.14389743078807
2.9	1.20822914163896
2.95	1.37194719579915
3	1.26766104527395
3.05	1.24393565526757
3.1	1.41280696157574
3.15	1.49604594537685
3.2	1.50196866819841
3.25	1.6749629922489
3.3	1.63853642962341
3.35	1.81056771657291
3.4	1.69675366192074
3.45	1.80868599672983
3.5	1.77458491515614
3.55	1.77930913574455
3.6	2.05339539948282
3.65	1.86673551313646
3.7	1.95995377809827
3.75	2.27157195816606
3.8	2.13383937607044
3.85	2.27725783963116
3.9	2.36490743214163
3.95	2.37183615468309
4	2.3763464130589
4.05	2.59530321613137
4.1	2.64494305994539
4.15	2.66109584292709
4.2	2.75612918088784
4.25	2.61937337908441
4.3	2.85795777303908
4.35	2.89140828394539
4.4	2.94494380170429
4.45	3.00085254316814
4.5	3.12773233942621
4.55	2.91038758385873
4.6	3.1726962098023
4.65	3.11065795471661
4.7	3.3858849022041
4.75	3.26086151019832
4.8	3.31785068996442
4.85	3.50053891267879
4.9	3.41326159080591
4.95	3.6685138702955
5	3.64185420210433
5.05	3.73846821328518
5.1	3.77304918263347
5.15	3.89532408476306
5.2	3.7997123163715
5.25	4.05178441098958
5.3	3.88307829555445
5.35	4.15283805404388
5.4	4.23680920319482
5.45	4.07978297816692
5.5	4.31565395929023
5.55	4.20520584336496
5.6	4.24978960202468
5.65	4.28972214731893
5.7	4.54416909684493
5.75	4.49406111880641
5.8	4.72840013414822
5.85	4.76836748750558
5.9	4.58689321535912
5.95	4.80372404853107
6	4.93380593396391
6.05	5.00278361318235
6.1	5.04556599281589
6.15	5.08775831000396
6.2	4.99448614077335
6.25	5.20626373281659
6.3	5.25009714053561
6.35	5.278476812966
6.4	5.24309184818535
6.45	5.28246036439498
6.5	5.34755981341197
6.55	5.44560146986498
6.6	5.61847779480372
6.65	5.55150159552384
6.7	5.67923362635163
6.75	5.54424419564647
6.8	5.70864792472699
6.85	5.77109948781856
6.9	5.94200825668556
6.95	5.9064141103318
7	5.8834298951326
7.05	5.88543688994396
7.1	6.00964125063716
7.15	6.14536790784822
7.2	6.24588963120688
7.25	6.2538291699383
7.3	6.35264669129225
7.35	6.37459359750296
7.4	6.27790014461252
7.45	6.39003153386082
7.5	6.49039638970419
7.55	6.64460188182817
7.6	6.74491192996765
7.65	6.74948856701735
7.7	6.79673417368427
7.75	6.65118969025847
7.8	6.76631623673813
7.85	6.72459381025475
7.9	6.78938768395979
7.95	6.99628607705176
8	6.87810838442506
8.05	7.21166755767411
8.1	7.14869664520869
8.15	7.13315799544411
8.2	7.3292232097386
8.25	7.33834453983863
8.3	7.4125529781484
8.35	7.31385969452598
8.4	7.44928787368489
8.45	7.34552414500937
8.5	7.43808200802666
8.55	7.45549479296705
8.6	7.51929825019093
8.65	7.60135856415268
8.7	7.64715471645134
8.75	7.70081049319416
8.8	7.83434406631341
8.85	7.94225914602937
8.9	7.82796169126619
8.95	7.88486078600628
9	7.96497680105692
9.05	8.1315571670747
9.1	8.13884708373661
9.15	8.21581280169458
9.2	8.02796623323244
9.25	8.27227645898592
9.3	8.12196030333578
9.35	8.24501340215145
9.4	8.41834199448296
9.45	8.30221199300032
9.5	8.35835327893097
9.55	8.33175033930634
9.6	8.6392337542453
9.65	8.53593785213039
9.7	8.60281333839761
9.75	8.61851379422893
9.8	8.82750834278186
9.85	8.79678681514944
9.9	8.88479455349043
9.95	8.73420782144964
10	8.82176512853409
10.05	9.02328347303838
10.1	8.83454784621833
10.15	9.01785074688224
10.2	9.12525104067481
10.25	8.98302158954032
10.3	9.09853121566841
10.35	9.09125122348875
10.4	9.10663741999433
10.45	9.17637544103938
10.5	9.39306998504822
10.55	9.16641434745067
10.6	9.42990974417259
10.65	9.43852486225726
10.7	9.31575044652473
10.75	9.46915292744803
10.8	9.52761158478004
10.85	9.47875912272067
10.9	9.52398143574609
10.95	9.77396688690942
11	9.72504087080154
11.05	9.64997096039132
11.1	9.66278509654172
11.15	9.72423595220721
11.2	9.90974098470794
11.25	10.0468431668232
11.3	9.84655727572519
11.35	10.0927944939061
11.4	10.0855887361777
11.45	9.92150607628891
11.5	10.1582020560951
11.55	10.1436555932381
11.6	10.2092800986423
11.65	10.3716436715919
11.7	10.2163471138568
11.75	10.1865748133443
11.8	10.367552524751
11.85	10.4270269554018
11.9	10.4101107564038
11.95	10.3990268391756
12	10.5346480598454
12.05	10.6593374617951
12.1	10.7434752928319
12.15	10.5512846115088
12.2	10.7204095175058
12.25	10.7288345944815
12.3	10.7048075178512
12.35	10.8881504706256
12.4	10.8187926806491
12.45	10.9429233265943
12.5	11.0784351285234
12.55	10.8973406104912
12.6	11.0889058942794
12.65	11.154938387467
12.7	11.1831452856437
12.75	11.2655679884265
12.8	11.2830539495476
12.85	11.1141502539588
12.9	11.2487188608356
12.95	11.2951513193553
13	11.2696180713416
13.05	11.3527071866255
13.1	11.5462643420033
13.15	11.528917154206
13.2	11.411711453675
13.25	11.4652893458957
13.3	11.5802473268529
13.35	11.6228914913222
13.4	11.8619906747986
13.45	11.7812998141282
13.5	11.8385395222117
13.55	11.8197960579417
13.6	11.9574327984412
13.65	11.8180229659735
13.7	11.8995552334233
13.75	12.0814925017217
13.8	12.1205640275137
13.85	12.0051361091025
13.9	12.1272142422722
13.95	12.3516025125466
14	12.3083380206549
14.05	12.3228193605442
14.1	12.3873919413292
14.15	12.4845487192471
14.2	12.3072784713179
14.25	12.4815720208772
14.3	12.5407100394796
14.35	12.4910958261096
14.4	12.7166697202228
14.45	12.7251579654137
14.5	12.7569831501488
14.55	12.7890084751748
14.6	12.9367855411378
14.65	12.8540992713899
14.7	12.8628803531827
14.75	12.9389379444561
14.8	12.8858346492742
14.85	12.8929247045154
14.9	13.1701265085191
14.95	12.9780217517262
15	13.2339938394994
15.05	13.2998573071897
15.1	13.3341720809202
15.15	13.2511948855133
15.2	13.4181081775442
15.25	13.4145045795895
15.3	13.5250772922442
15.35	13.3539496375988
15.4	13.4295668221184
15.45	13.7312311970645
15.5	13.5786978710203
15.55	13.6153385424877
15.6	13.8466579173989
15.65	13.6227966123083
15.7	13.7602221947802
15.75	13.9244236118483
15.8	13.7616566177394
15.85	13.8160485874903
15.9	14.001861998218
15.95	13.9486069261988
16	14.1263766371407
16.05	14.0259638719875
16.1	14.1300956096662
16.15	14.3463557397368
16.2	14.4030142937947
16.25	14.2953327807066
16.3	14.356708858459
16.35	14.4668657175506
16.4	14.6042758710313
16.45	14.658441231432
16.5	14.6519306156193
16.55	14.4873678616989
16.6	14.538880789457
16.65	14.7332799007639
16.7	14.8637538497317
16.75	14.6618446070694
16.8	14.7968410472772
16.85	15.009382548788
16.9	14.9339556418901
16.95	14.9365540152202
17	14.9409341518479
17.05	15.2299658073983
17.1	15.0721443460592
