Var1	y
17.15	15.1489033139295
17.2	15.3318466875771
17.25	15.3181488859223
17.3	15.2035421016617
17.35	15.515674618821
17.4	15.4373403001224
17.45	15.5153350345905
17.5	15.3699648249895
17.55	15.4811634041844
17.6	15.6128964663266
17.65	15.7918146855614
17.7	15.5857590099706
17.75	15.6578162924476
17.8	15.9088915959818
17.85	15.9438899527344
17.9	15.8816775966095
17.95	16.0618564575567
18	15.942758523828
18.05	15.9987862225632
18.1	16.1822635701042
18.15	16.0288772646673
18.2	16.2255560267009
18.25	16.199893692147
18.3	16.1298152026188
18.35	16.4299747505322
18.4	16.4765981955369
18.45	16.3470995444639
18.5	16.3998064676821
18.55	16.5008586015037
18.6	16.5404633591226
18.65	16.7145006049087
18.7	16.5107024966011
18.75	16.5495618578316
18.8	16.6884249243489
18.85	16.833146041914
18.9	16.8807537328362
18.95	16.7718858034776
19	17.001743092463
19.05	16.9718930650487
19.1	16.9201007481939
19.15	17.1160392123261
19.2	17.062418267291
19.25	17.2209089483553
19.3	17.2240185484841
19.35	17.0922734726286
19.4	17.1498426382349
19.45	17.3766526729181
19.5	17.2609030801893
19.55	17.5572264707876
19.6	17.5000782626325
19.65	17.5928441234226
19.7	17.5200295813184
19.75	17.494417303701
19.8	17.5163886331581
19.85	17.5627755731876
19.9	17.8700716485637
19.95	17.7305777033764
20	17.9397925661499
20.05	17.8426975484264
20.1	17.9291398608973
20.15	17.9336007489919
20.2	18.1617906035061
20.25	18.0282868944001
20.3	18.2475706819746
20.35	18.046837309581
20.4	18.0733150149838
20.45	18.1164486418055
20.5	18.3548197394089
20.55	18.385210580736
20.6	18.3562059693518
20.65	18.5650757642322
20.7	18.536016493625
20.75	18.3850638888198
20.8	18.4809175331026
20.85	18.7223237287627
20.9	18.7827758655469
20.95	18.8454279620593
21	18.6194664016713
21.05	18.8207151673905
21.1	18.9088605897468
21.15	18.7693146974817
21.2	18.9686946808843
21.25	19.0012787505865
21.3	18.9160552412997
21.35	19.2057029080286
21.4	19.2487858598632
21.45	19.1750936270538
21.5	19.2797417428257
21.55	19.2608760738729
21.6	19.285321479261
21.65	19.4943668278065
21.7	19.50637838233
21.75	19.3384985498784
21.8	19.5451135606916
21.85	19.6554406331008
21.9	19.5019686864525
21.95	19.7560902737721
22	19.6227280355501
22.05	19.6185619690574
22.1	19.9173053106125
22.15	19.9211136237519
22.2	19.9786639089555
22.25	19.8984683945248
22.3	20.0039500371661
22.35	20.0104906967661
22.4	20.0411628430726
22.45	20.225122485068
22.5	20.1519770997937
22.55	20.2752505172455
22.6	20.2756166277987
22.65	20.2966708395321
22.7	20.4609809333794
22.75	20.422647771485
22.8	20.4029626357996
22.85	20.4299709907917
22.9	20.3765908692313
22.95	20.5547437922282
23	20.4913773978323
23.05	20.6903769833804
23.1	20.794627531184
23.15	20.8328969705019
23.2	20.782655877832
23.25	20.8310307499348
23.3	20.7178697296276
23.35	20.8440474737752
23.4	20.8555614355432
23.45	20.8804977178539
23.5	20.9857099601547
23.55	21.0392229392257
23.6	21.2856579173126
23.65	21.1792335508965
23.7	21.1929860526058
23.75	21.3225937450419
23.8	21.1884386362034
23.85	21.3654870475664
23.9	21.5440427413681
23.95	21.329639585322
24	21.6050488486715
24.05	21.4697298025445
24.1	21.7199070526606
24.15	21.6760051409263
24.2	21.6738050332021
24.25	21.8174575802348
24.3	21.8503127571385
24.35	21.9004332836852
24.4	21.8716084675346
24.45	21.8184213762465
24.5	22.034389762275
24.55	21.9615639037545
24.6	22.1185993585727
24.65	22.2154702753585
24.7	22.1465327869972
24.75	22.1011622976741
24.8	22.3715847014995
24.85	22.3343764274692
24.9	22.3355946849647
24.95	22.2710878922374
25	22.2988870066174
25.05	22.4562597150106
25.1	22.5246008411725
25.15	22.4852975465055
25.2	22.7132979645526
25.25	22.70338000618
25.3	22.583632513665
25.35	22.8089374330894
25.4	22.7133842962505
25.45	22.682015686937
25.5	22.8718668469493
25.55	23.0126740942893
25.6	23.0005578523951
25.65	22.9989261592037
25.7	22.9517470174067
25.75	23.2311123032085
25.8	23.2511246592797
25.85	23.0820237500958
25.9	23.2796157584273
25.95	23.2894478684239
26	23.3305077840876
26.05	23.3808237038741
26.1	23.4792922945379
26.15	23.5517437368874
26.2	23.5645851429836
26.25	23.523496797324
26.3	23.6419122117023
26.35	23.6941809914949
26.4	23.8198903767835
26.45	23.8399632184171
26.5	23.8433027946329
26.55	23.7085460949149
26.6	23.9675006272983
26.65	23.782088542421
26.7	23.9752927279376
26.75	23.9539661038555
26.8	24.0546700190728
26.85	24.0504807794743
26.9	24.1380890810029
26.95	24.1888536063748
27	24.2620153444003
27.05	24.2346164760097
27.1	24.26770942844
27.15	24.288578476123
27.2	24.4169609307917
27.25	24.4031609581585
27.3	24.5000351338626
27.35	24.6512483546899
27.4	24.5959759420164
27.45	24.7055893574883
27.5	24.8404675127164
27.55	24.7517608949549
27.6	24.6700076465655
27.65	24.7951604159598
27.7	24.830342357008
27.75	24.9284860522997
27.8	24.8469690715841
27.85	24.9310850553154
27.9	24.9556151703888
27.95	25.035040238487
28	25.3088500311772
28.05	25.1886872103817
28.1	25.2618036191761
28.15	25.3226676860347
28.2	25.2227718904045
28.25	25.3995716105072
28.3	25.5923171166295
28.35	25.3954827357546
28.4	25.4503404562148
28.45	25.5547340799987
28.5	25.6187919244842
28.55	25.5548899453152
28.6	25.8336577386605
28.65	25.6934354063255
28.7	25.7437334625719
28.75	25.7632689258791
28.8	26.001661214497
28.85	26.0011354062206
28.9	25.9029189347558
28.95	25.993458877714
29	25.9723664227466
29.05	26.1334558589459
29.1	26.1424486127661
29.15	26.162881022085
29.2	26.3940758547269
29.25	26.4174162102651
29.3	26.3374792863608
29.35	26.4046656109291
29.4	26.4270007765606
29.45	26.5168850905506
29.5	26.6873174482005
29.55	26.5834644985745
29.6	26.5287169347664
29.65	26.6066570189695
29.7	26.8600277786846
29.75	26.6713459606842
29.8	26.7367123557207
29.85	26.8051789736987
29.9	26.8588245579147
29.95	27.0705974208251
30	26.8970553618656
